organisasjonsnummer,navn,naeringskode,organisasjonsform,kommune,postnummer,poststed,antall_ansatte,overordnet_enhet,er_i_konsern,regnskapsaar,fra_dato,til_dato,regnskapstype,oppstillingsplan,sum_driftsinntekter,sum_driftskostnad,driftsresultat,sum_finansinntekter,sum_finanskostnad,ordinaert_resultat_foer_skatt,aarsresultat,sum_eiendeler,sum_anleggsmidler,sum_omloepsmidler,sum_egenkapital,sum_gjeld,sum_kortsiktig_gjeld,sum_langsiktig_gjeld,pdf_aar_tilgjengelig,hentet_dato
813455072,BRUKTHENGEREN.NO AS,46.710,AS,TRONDHEIM,7075,TILLER,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,363297.0,448119.0,-84822.0,1201.0,808.0,-84428.0,-65854.0,1035602.0,99600.0,936002.0,5815.0,1029788.0,1029788.0,0.0,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025,2026-04-11
813732432,IQ HOLDING AS,47.810,AS,OSLO,0581,OSLO,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,4411.0,-4411.0,,,-4411.0,-4411.0,485.0,0.0,485.0,-222.0,706.0,706.0,0.0,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
813755742,JA BILMEGLING AS,47.810,AS,NORDRE FOLLO,1424,SKI,14,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,18657230.0,18382992.0,274239.0,1928.0,160855.0,115311.0,115311.0,5902768.0,2811770.0,3090998.0,663419.0,5239349.0,3739333.0,1500016.0,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
813756102,BILHANDLEREN AS,47.810,AS,ASKER,3470,SLEMMESTAD,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13723.0,0.0,13723.0,-129540.0,143263.0,0.0,143263.0,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
813802422,RIGETJØNN BIL AS,47.810,AS,KRISTIANSAND,4626,KRISTIANSAND S,5,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,30647799.0,30130711.0,517088.0,1.0,434491.0,82599.0,63837.0,6134502.0,248240.0,5886262.0,1682549.0,4451953.0,4451953.0,0.0,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
813827212,AUTO SOLUTION AS,46.710,AS,LØRENSKOG,1461,LØRENSKOG,5,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,88188157.0,88230150.0,-41992.0,21824.0,479622.0,-499791.0,-499791.0,11994413.0,476965.0,11517449.0,4899501.0,7094913.0,7094913.0,0.0,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
814467732,SAK-EIENDOM AS,47.810,AS,INDRE ØSTFOLD,1820,SPYDEBERG,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,1627938.0,384095.0,1243843.0,9763.0,784039.0,469567.0,362110.0,13962084.0,13545840.0,416244.0,2185359.0,11776724.0,203573.0,11573151.0,2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
814484882,MG-AUTO AS,47.810,AS,STJØRDAL,7505,STJØRDAL,7,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,61119626.0,57341222.0,3778404.0,483583.0,44464.0,4217522.0,3371088.0,35578593.0,10738033.0,24840559.0,33741964.0,1836629.0,1836629.0,0.0,2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
814989062,BESTEMOR EIENDOM AS,47.810,AS,VESTBY,1542,VESTBY,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,642836.0,169137.0,473699.0,346.0,140368.0,333677.0,260269.0,1450968.0,0.0,1450968.0,36317.0,1414651.0,641292.0,0.0,2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
815045742,AUTOSTRAND AS,47.810,AS,ULLENSAKER,2060,GARDERMOEN,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,,,,,0.0,0.0,4211.0,4211.0,0.0,-586395.0,590606.0,590606.0,0.0,2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
815192672,TEVO BIL AS,47.810,AS,LEVANGER,7606,LEVANGER,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,,,,,0.0,0.0,38391.0,0.0,38391.0,-652225.0,690617.0,90617.0,600000.0,2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
815278682,AUTOPARTNER OSLO AS,47.810,AS,OSLO,0668,OSLO,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,16134006.0,15314967.0,819039.0,4022.0,9461.0,813600.0,600868.0,4911440.0,61203.0,4850237.0,4443074.0,468366.0,468366.0,0.0,2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
815310772,SANDVEN AS,47.810,AS,BERGEN,5257,KOKSTAD,7,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,286584882.0,276768655.0,9816228.0,82051.0,6244815.0,3653464.0,2841562.0,153600339.0,52444511.0,101155828.0,30858662.0,122741677.0,72387873.0,50353805.0,2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
815378962,NORDISK AUTO AS,47.810,AS,NES,2160,VORMSUND,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,14487893.0,16380831.0,-1892938.0,19840.0,489.0,-1873587.0,-1466667.0,9211597.0,670762.0,8540835.0,7000373.0,2211224.0,2211224.0,0.0,2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
815548272,BIL OG MASKINOMSETNING AS,47.810,AS,STEINKJER,7732,STEINKJER,5,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,1603726.0,1649684.0,-45958.0,,2651.0,-48609.0,-38631.0,321788.0,52924.0,268864.0,-105781.0,427569.0,427569.0,0.0,2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
815566432,BRENNES AUTO FREDRIKSTAD AS,47.810,AS,FREDRIKSTAD,1617,FREDRIKSTAD,9,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,89279549.0,90138533.0,-858984.0,9099.0,330036.0,-1179921.0,-920559.0,13926530.0,2368618.0,11557912.0,3914538.0,10011992.0,10011992.0,0.0,2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
815852702,VIKEN BRUKTBIL AS,47.810,AS,FREDRIKSTAD,1617,FREDRIKSTAD,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,46409341.0,45297015.0,1112326.0,475.0,738244.0,374557.0,298912.0,8380043.0,25512.0,8354531.0,1287662.0,7092381.0,1005573.0,6086808.0,2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
816008662,LERKENDAL BIL AS,47.810,AS,TRONDHEIM,7033,TRONDHEIM,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,16196995.0,15114383.0,1082612.0,5498.0,243914.0,844196.0,657970.0,4801247.0,0.0,4801247.0,2533319.0,2267928.0,1657066.0,610862.0,2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
816061202,KNAPPEN AS,47.810,AS,NES,2150,ÅRNES,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,7105.0,-7105.0,30567.0,0.0,23463.0,21049.0,4218432.0,4180000.0,38432.0,3996018.0,222414.0,222414.0,0.0,2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
816182492,STAMSAAS AS,47.810,AS,SARPSBORG,1710,SARPSBORG,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,4467591.0,3553888.0,913703.0,282901.0,868079.0,328526.0,256250.0,60668693.0,33777332.0,26891360.0,26106941.0,34561752.0,29420656.0,5141096.0,2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
816205832,KAJANDER MOTOR AS,47.810,AS,KONGSBERG,3610,KONGSBERG,16,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,47221440.0,47137600.0,83840.0,18364.0,491347.0,-389142.0,-305303.0,25658788.0,1405043.0,24253745.0,6663319.0,18995469.0,16779581.0,2215888.0,2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
816564522,OPSAL TRANSPORT AS,47.810,AS,LIERNE,7882,NORDLI,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,2073590.0,2136940.0,-63350.0,,52713.0,-116063.0,-36064.0,1962721.0,1023899.0,938822.0,1222454.0,740267.0,119154.0,621113.0,2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
816988292,AVON DEKK SERVICE AS,47.810,AS,NORDRE LAND,2870,DOKKA,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,6209815.0,6278463.0,-68647.0,113817.0,965.0,44204.0,33759.0,3713929.0,1143694.0,2570235.0,3545584.0,168345.0,114670.0,53675.0,2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
817039332,AUTOS AS,47.810,AS,RINGERIKE,3533,TYRISTRAND,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,6992489.0,6813672.0,178817.0,2269.0,33145.0,147941.0,147941.0,2677412.0,3377.0,2674035.0,1217751.0,1459660.0,254099.0,1205561.0,2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
817301592,DINBRUKTBIL.NO AS,47.810,AS,KLEPP,4351,KLEPPE,10,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,63392885.0,62022408.0,1370477.0,60491.0,194418.0,1236550.0,1057229.0,9281203.0,234995.0,9046208.0,4906367.0,4374836.0,3667752.0,707084.0,2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
817474292,AUTO GRUPPEN AS,47.810,AS,NOTODDEN,3674,NOTODDEN,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,26423104.0,23102936.0,3320168.0,10442.0,334782.0,2995829.0,2346109.0,24723427.0,7588351.0,17135075.0,18518056.0,6205372.0,2310988.0,3894384.0,2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
817636012,JTC AUTO AS,47.810,AS,HALDEN,1788,HALDEN,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,64746655.0,62104869.0,2641785.0,9587.0,189102.0,2462271.0,1916005.0,9322514.0,545450.0,8777064.0,6134951.0,3187563.0,1526318.0,1661245.0,2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
817826792,REISEMOBILE FRITID AS,47.810,AS,HORTEN,3187,HORTEN,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,3816805.0,3471501.0,345304.0,474091.0,13938.0,805457.0,628015.0,5801488.0,4210665.0,1590823.0,4849039.0,952449.0,952449.0,0.0,2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
817827942,ALFREDSEN AUTO AS,47.810,AS,BODØ,8100,MISVÆR,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,941278.0,848788.0,92490.0,847.0,4611.0,88726.0,83501.0,285723.0,143000.0,142723.0,214147.0,71576.0,93227.0,-21651.0,2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
818145802,AUTOZENTRUM ÅLESUND AS,47.810,AS,ÅLESUND,6012,ÅLESUND,14,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,193581033.0,197075277.0,-3494243.0,14845.0,3771911.0,-7251309.0,-5686958.0,120752845.0,11531194.0,109221651.0,18153883.0,102598963.0,102598963.0,0.0,2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
818646232,FIFTY FIFTY AS,47.810,AS,BÆRUM,1353,BÆRUMS VERK,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,-142.0,20740.0,-20881.0,2.0,658.0,-21537.0,-21537.0,50876.0,0.0,50876.0,8136.0,42740.0,42740.0,0.0,2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
818670362,BOBIL OSLO AS,47.810,AS,NITTEDAL,1484,HAKADAL,11,,True,2024,2024-01-01,2024-12-31,SELSKAP,store,62861501.0,65603565.0,-2742064.0,18203.0,793414.0,-3517276.0,-2743475.0,33034727.0,1682062.0,31352665.0,1552151.0,31482576.0,13539878.0,17942698.0,2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
818715552,HASTI HOLDING AS,47.810,AS,BERGEN,5258,BLOMSTERDALEN,,,True,2024,2024-01-01,2024-12-31,SELSKAP,store,7921.0,47248.0,-39327.0,10717357.0,539299.0,10138731.0,10052617.0,30538648.0,9369786.0,21168862.0,19414200.0,11124448.0,5126114.0,5998334.0,2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
818775792,FOLLO BILSENTER AS,47.810,AS,INDRE ØSTFOLD,1820,SPYDEBERG,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,13201778.0,13552028.0,-350250.0,3066.0,1363.0,-348546.0,-481044.0,1469693.0,25479.0,1444214.0,926389.0,543304.0,543304.0,0.0,,2026-04-11
818814712,ENDAL AS,47.810,AS,KRISTIANSAND,4634,KRISTIANSAND S,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,3757.0,-3757.0,809.0,,-2948.0,-2948.0,191940.0,0.0,191940.0,191940.0,0.0,,0.0,2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
818930992,HORDALAND BIL- OG UTLEIESERVICE AS,47.810,AS,ØYGARDEN,5382,SKOGSVÅG,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,2054687.0,2090704.0,-36017.0,582.0,7381.0,-42816.0,-42816.0,637854.0,12950.0,624904.0,593783.0,44071.0,44071.0,0.0,2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
819178542,TOPKONSEPT AS,47.810,AS,LØRENSKOG,1470,LØRENSKOG,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,16417.0,-16417.0,16417.0,0.0,0.0,0.0,19385989.0,19304439.0,81550.0,19183243.0,202746.0,0.0,202746.0,2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
819263272,RETT BIL AS,47.810,AS,LILLESTRØM,2015,LEIRSUND,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,3585980.0,3573096.0,12884.0,,9021.0,3864.0,3112.0,1296946.0,22500.0,1274446.0,543912.0,753034.0,35363.0,717671.0,2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
819486182,AAKERVIK AS,47.810,AS,INDERØY,7670,INDERØY,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,1823060.0,1665004.0,158056.0,1169.0,6758.0,152467.0,118497.0,997253.0,495356.0,501897.0,650079.0,347175.0,311240.0,35935.0,2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
819496072,MOBILE ELVERUM AS,47.810,AS,ELVERUM,2406,ELVERUM,34,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,181410109.0,187276965.0,-5866856.0,53414.0,1694017.0,-7507459.0,-5855817.0,62159042.0,6721558.0,55437483.0,13921933.0,48237108.0,47468666.0,768442.0,2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
819613702,TYM NORGE AS,47.810,AS,STRYN,6783,STRYN,,,True,2024,2024-01-01,2024-12-31,SELSKAP,store,4529296.0,4847433.0,-318137.0,3197.0,143471.0,-458410.0,-458410.0,1278987.0,0.0,1278987.0,69477.0,1209510.0,9510.0,1200000.0,2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
819895252,AUTOPORTAL AS,47.810,AS,TRONDHEIM,7041,TRONDHEIM,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,110492957.0,0.0,7577639.0,0.0,0.0,7543972.0,5871268.0,34205871.0,283294.0,33922577.0,31335112.0,2870758.0,2870758.0,0.0,2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
819952132,ELBILFORMIDLING AS,47.810,AS,KRISTIANSAND,4639,KRISTIANSAND S,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,9393632.0,9470053.0,-76421.0,8366.0,1255.0,-69310.0,-53759.0,2334005.0,318975.0,2015030.0,1933683.0,400321.0,390626.0,9695.0,2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
820135652,AUTO SONIC NORGE AS,47.810,AS,VESTBY,1543,VESTBY,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,1117801.0,735783.0,382018.0,5050.0,141.0,386927.0,386927.0,355660.0,10429.0,345231.0,-907841.0,1263501.0,76065.0,1187436.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
820198212,PERFORM AS,47.810,AS,RINGERIKE,3516,HØNEFOSS,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,525928.0,493160.0,32768.0,23.0,26371.0,6420.0,4458.0,546658.0,418561.0,128097.0,310991.0,235668.0,180617.0,55050.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
820381882,MULTICYDE AS,47.810,AS,BERGEN,5261,INDRE ARNA,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,1716910.0,1657619.0,59291.0,4061.0,44.0,63307.0,52190.0,396672.0,37881.0,358791.0,311847.0,84825.0,83358.0,1467.0,2018|2019|2020|2021|2022|2023|2024|2025,2026-04-11
820623282,TDT MEKANISKE AS,47.810,AS,MELØY,8150,ØRNES,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,982224.0,791337.0,190887.0,1491.0,2298.0,190080.0,184030.0,272038.0,147074.0,124965.0,51405.0,220633.0,220633.0,0.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
820624262,VKT SUPERCARS AS,47.810,AS,MOLDE,6413,MOLDE,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,2494.0,-2494.0,0.0,0.0,-2494.0,-2494.0,28534.0,28000.0,534.0,-46366.0,80739.0,80739.0,0.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
820882512,ARCTIC-NB AS,46.710,AS,NESBYEN,3540,NESBYEN,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,12297.0,-12297.0,,,-12297.0,-12297.0,1381.0,0.0,1381.0,-42609.0,43990.0,43990.0,0.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
820937082,BILSTAD AS,47.810,AS,SANDNES,4316,SANDNES,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,102500.0,113444.0,-10944.0,25.0,,-10919.0,-10919.0,776946.0,750000.0,26946.0,-100501.0,877447.0,877447.0,0.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
821021502,MOBILE SKØYEN AS,47.810,AS,OSLO,0281,OSLO,15,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,161973217.0,160965099.0,1008118.0,36454.0,487345.0,557227.0,434637.0,39977879.0,6558391.0,33419488.0,9083174.0,30894705.0,29812982.0,1081723.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
821039312,356 HOLDING AS,47.810,AS,OSLO,0679,OSLO,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,76029.0,-76029.0,80943.0,23051269.0,-23046355.0,-21840486.0,134514118.0,133445064.0,1069054.0,2489018.0,132025100.0,44900000.0,87125100.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
821211832,BUSKERUD BIL DEMONTERING AS,47.810,AS,ØVRE EIKER,3300,HOKKSUND,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,664997.0,1882450.0,-1217454.0,8.0,1405.0,-1218851.0,-1218851.0,3654619.0,2304752.0,1349868.0,-1121912.0,4776531.0,4776531.0,0.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
821390702,AUTO CONNECT AS,47.810,AS,DRAMMEN,3050,MJØNDALEN,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,16698381.0,16306451.0,391929.0,23723.0,232637.0,183015.0,183015.0,4697410.0,0.0,4697410.0,3236031.0,1461379.0,1461379.0,0.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
821426162,HARRIS AUTO AS,47.810,AS,NITTEDAL,1481,HAGAN,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,52293536.0,50348790.0,1944746.0,8606.0,1686841.0,266511.0,209747.0,26212801.0,21549328.0,4663473.0,7066313.0,19146488.0,2367748.0,16778740.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
821476712,KHYAMY AUTO AS,47.810,AS,ENEBAKK,1914,YTRE ENEBAKK,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,823321.0,755377.0,67944.0,34.0,96.0,67882.0,67882.0,379819.0,247646.0,132173.0,234841.0,144978.0,144978.0,0.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
821523842,VOGN-SERVICE AS,46.710,AS,FREDRIKSTAD,1658,TORP,10,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,40470730.0,39704333.0,766397.0,1245234.0,238837.0,1772795.0,1410352.0,30869007.0,2802744.0,28066263.0,27118445.0,3750562.0,3300562.0,450000.0,2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024,2026-04-11
821526272,AUTOSLO AS,47.810,AS,LILLESTRØM,2000,LILLESTRØM,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
821541522,RK-BIL AS,47.810,AS,RINGERIKE,3516,HØNEFOSS,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,30639041.0,30043810.0,595231.0,1053.0,337786.0,258498.0,201844.0,4979758.0,701972.0,4277786.0,933629.0,4046129.0,3630886.0,415243.0,2018|2019|2020|2021|2022|2023|2024,2026-04-11
822113842,TB MOTORSPORT AS,47.810,AS,JEVNAKER,3520,JEVNAKER,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,1624053.0,2009465.0,-385413.0,2661.0,141734.0,-524487.0,-557882.0,960140.0,131496.0,828644.0,-337435.0,1297575.0,357085.0,940490.0,2019|2020|2021|2022|2023|2024,2026-04-11
822127002,VESTFOLD AUTOSALG AS,47.810,AS,OSLO,0485,OSLO,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,5620455.0,4176970.0,1443485.0,,18.0,1443467.0,1127234.0,1737422.0,0.0,1737422.0,1421189.0,316233.0,316233.0,0.0,2019|2020|2021|2022|2023|2024,2026-04-11
822128432,VBA HOLDING AS,47.810,AS,MELHUS,7212,KORSVEGEN,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,37459.0,-37459.0,1000107.0,0.0,962648.0,962648.0,12194121.0,1021200.0,11172921.0,12178646.0,15475.0,15475.0,0.0,2019|2020|2021|2022|2023|2024,2026-04-11
822222072,HEGERLAND BIL & MASKIN AS,47.810,AS,ETNE,5590,ETNE,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,500323.0,335897.0,164426.0,815.0,9284.0,155957.0,99241.0,981410.0,833300.0,148110.0,-10799.0,992210.0,880909.0,111300.0,2019|2020|2021|2022|2023|2024,2026-04-11
822391702,AUTO PERFORMANCE AS,46.710,AS,ØVRE EIKER,3322,FISKUM,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,1031200.0,902057.0,129143.0,2381.0,,131524.0,99959.0,311061.0,31000.0,280061.0,142280.0,168781.0,168299.0,482.0,2019|2020|2021|2022|2023|2024,2026-04-11
822530052,NO LIMITS HOLDING AS,47.810,AS,TRONDHEIM,7075,TILLER,,,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,4598.0,-4598.0,,,-4598.0,-4598.0,477000.0,477000.0,0.0,46095.0,430905.0,42259.0,388646.0,2019|2020|2021|2022|2023|2024,2026-04-11
