organisasjonsnummer,navn,naeringskode,naeringsbeskrivelse,organisasjonsform,kommunenavn,postnummer,poststed,konkurs,under_avvikling,regnskapsaar,fra_dato,til_dato,regnskapstype,oppstillingsplan,sum_driftsinntekter,sum_driftskostnad,driftsresultat,sum_finansinntekter,sum_finanskostnad,ordinaert_resultat_foer_skatt,aarsresultat,sum_eiendeler,sum_anleggsmidler,sum_omloepsmidler,sum_egenkapital,sum_gjeld,sum_kortsiktig_gjeld,sum_langsiktig_gjeld
971096187,1000 FIX Arild Libekk,47.810,Detaljhandel med motorvogner,ENK,HAMAR,2322,RIDABU,False,False,,,,,,,,,,,,,,,,,,,
883432932,102 OKTAN Christer Lundem,47.810,Detaljhandel med motorvogner,ENK,FREDRIKSTAD,1610,FREDRIKSTAD,False,False,,,,,,,,,,,,,,,,,,,
934792203,111 HOLDING AS,47.810,Detaljhandel med motorvogner,AS,LILLESTRØM,2004,LILLESTRØM,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,5790.0,-5790.0,,,-5790.0,-5790.0,24210.0,0.0,24210.0,24210.0,0.0,,0.0
994986775,123BILMEGLER HARDANGER AS,47.810,Detaljhandel med motorvogner,AS,KVAM,5610,ØYSTESE,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,5539565.0,5836070.0,-296505.0,887.0,99419.0,-395038.0,-395038.0,1000580.0,21521.0,979059.0,-273481.0,1274060.0,990586.0,283474.0
930261629,1779 INVEST RISE,47.810,Detaljhandel med motorvogner,ENK,HALDEN,1779,HALDEN,False,False,,,,,,,,,,,,,,,,,,,
928565548,24/7 BILSERVICE NOWROZI,47.810,Detaljhandel med motorvogner,ENK,AURSKOG-HØLAND,1963,FOSSER,False,False,,,,,,,,,,,,,,,,,,,
936995934,24/7 FLEX BILHANDEL BAGDONAVICIUS,47.810,Detaljhandel med motorvogner,ENK,ÅS,1407,VINTERBRO,False,False,,,,,,,,,,,,,,,,,,,
821039312,356 HOLDING AS,47.810,Detaljhandel med motorvogner,AS,OSLO,0679,OSLO,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,76029.0,-76029.0,80943.0,23051269.0,-23046355.0,-21840486.0,134514118.0,133445064.0,1069054.0,2489018.0,132025100.0,44900000.0,87125100.0
918755675,3B AUTO AS,47.810,Detaljhandel med motorvogner,AS,VESTNES,6390,VESTNES,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,13507728.0,13327022.0,180706.0,0.0,207053.0,-26347.0,-17086.0,3348401.0,587518.0,2760883.0,1145404.0,2202997.0,1706719.0,496278.0
886309902,3B AUTO Bjørne Chr Bjørnesen,47.810,Detaljhandel med motorvogner,ENK,VESTNES,6390,VESTNES,False,False,,,,,,,,,,,,,,,,,,,
924446021,3M AUTOSPORT AS,47.810,Detaljhandel med motorvogner,AS,ULLENSAKER,2040,KLØFTA,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,6900.0,-6900.0,,0.0,-6900.0,-6900.0,15044.0,0.0,15044.0,-60994.0,76038.0,76038.0,0.0
933198014,4 HJUL AUTO AS,47.810,Detaljhandel med motorvogner,AS,BØMLO,5427,URANGSVÅG,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,3593952.0,3632608.0,-38656.0,70.0,25084.0,-63670.0,-63670.0,426893.0,,426893.0,66274.0,360619.0,15619.0,345000.0
832463752,4 INVEST AS,47.810,Detaljhandel med motorvogner,AS,BERGEN,5257,KOKSTAD,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,52184.0,-52184.0,8114031.0,,8061847.0,7998077.0,8474868.0,583334.0,7891534.0,5026098.0,3448770.0,68770.0,3380000.0
927247356,4B BIL AS,47.810,Detaljhandel med motorvogner,AS,DRAMMEN,3045,DRAMMEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,25467121.0,23333235.0,2133886.0,,653.0,2133233.0,1660934.0,9997568.0,779147.0,9218421.0,9038823.0,958745.0,922803.0,35942.0
924196165,4K BIL AS,47.810,Detaljhandel med motorvogner,AS,STEINKJER,7715,STEINKJER,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,5001289.0,4715031.0,286258.0,,965.0,285293.0,222368.0,1202771.0,132233.0,1070538.0,520493.0,682278.0,682278.0,0.0
928505715,4WHEELS.NO AS,47.810,Detaljhandel med motorvogner,AS,TRONDHEIM,7540,KLÆBU,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,497350.0,600726.0,-103376.0,7914.0,0.0,-95462.0,-74460.0,2103408.0,1505953.0,597456.0,-43459.0,2146867.0,37786.0,2109081.0
911641534,5 STAR AS,47.810,Detaljhandel med motorvogner,AS,OSLO,1273,OSLO,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,702675.0,658760.0,43915.0,,80.0,43835.0,43835.0,961873.0,114676.0,847197.0,-122350.0,1084223.0,1084223.0,0.0
926086847,5M GRUPPEN AS,47.810,Detaljhandel med motorvogner,AS,RINGERIKE,3511,HØNEFOSS,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,6557.0,-6557.0,81372.0,,74815.0,58538.0,480378.0,57709.0,422669.0,81460.0,398918.0,398918.0,0.0
925822884,7 FJELL BIL VEST AS,47.810,Detaljhandel med motorvogner,AS,BERGEN,5224,NESTTUN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,25903485.0,26042473.0,-138987.0,3845.0,19948.0,-155090.0,-155090.0,3960015.0,35830.0,3924185.0,2699488.0,1260527.0,300527.0,960000.0
928967220,7-FJELL-EVENTYRET INVEST AS,47.810,Detaljhandel med motorvogner,AS,EIDSVOLL,2072,DAL,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,7282.0,-7282.0,,79.0,-7361.0,-7361.0,32855.0,30000.0,2855.0,9385.0,23470.0,23470.0,0.0
931326821,722 CLASSIC AND SPORTS CARS AS,47.810,Detaljhandel med motorvogner,AS,OSLO,0250,OSLO,False,False,,,,,,,,,,,,,,,,,,,
935616859,722 CLASSIC AND SPORTS CARS AS TVANGSAVVIKLINGSBO,47.810,Detaljhandel med motorvogner,KBO,OSLO,0250,OSLO,False,False,,,,,,,,,,,,,,,,,,,
995588609,911 HOLDING AS,47.810,Detaljhandel med motorvogner,AS,VESTBY,1542,VESTBY,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,110106.0,-110106.0,130225.0,0.0,20119.0,15693.0,6611731.0,6608958.0,2773.0,6611218.0,512.0,512.0,0.0
830626832,911 TURBO AS,47.810,Detaljhandel med motorvogner,AS,OSLO,0179,OSLO,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,1734122.0,2002255.0,-268133.0,,1142.0,-269275.0,-269275.0,95149.0,2967.0,92182.0,-239515.0,334666.0,334666.0,0.0
930531839,A & N BIL AS,47.810,Detaljhandel med motorvogner,AS,MOSS,1580,RYGGE,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,187845.0,180259.0,7586.0,,336.0,7250.0,5333.0,184232.0,0.0,184232.0,52183.0,132050.0,132050.0,0.0
925622664,A AUTO AS,47.810,Detaljhandel med motorvogner,AS,OSLO,1266,OSLO,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,6538309.0,6066812.0,471497.0,0.0,6674.0,464823.0,359170.0,912517.0,28000.0,884517.0,705084.0,207433.0,207433.0,0.0
919580526,A AUTOPARK AS,47.810,Detaljhandel med motorvogner,AS,SANDEFJORD,3160,STOKKE,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,76536033.0,72851613.0,3684420.0,97954.0,104102.0,3678272.0,2866007.0,11122037.0,1059677.0,10062359.0,6684915.0,4437122.0,2469417.0,1967705.0
932841622,A B AUTOFINN ESROM MICHAEL MEBRAHTU,47.810,Detaljhandel med motorvogner,ENK,ASKER,3440,RØYKEN,False,False,,,,,,,,,,,,,,,,,,,
927785188,A BIL IMPORT ZAMAN,47.810,Detaljhandel med motorvogner,ENK,DRAMMEN,3034,DRAMMEN,False,False,,,,,,,,,,,,,,,,,,,
919511389,A CARLSEN INVEST AS,47.810,Detaljhandel med motorvogner,AS,BERGEN,5243,FANA,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,37398.0,-37398.0,47740.0,39211.0,-28869.0,-28869.0,1057686.0,1032901.0,24785.0,1056711.0,975.0,975.0,0.0
985953872,A H BILFORMIDLING Arild Hagen,47.810,Detaljhandel med motorvogner,ENK,SOLA,4054,TJELTA,False,False,,,,,,,,,,,,,,,,,,,
991883681,A NYLUND HOLDING AS,47.810,Detaljhandel med motorvogner,AS,SOLA,4051,SOLA,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,83853.0,-83853.0,403691.0,552981.0,-233143.0,-269020.0,8457456.0,3918500.0,4538956.0,8416516.0,40940.0,40940.0,0.0
915682421,A OLSEN HOLDING AS,47.810,Detaljhandel med motorvogner,AS,ALVER,5918,FREKHAUG,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,180.0,-180.0,0.0,0.0,-180.0,-180.0,82505.0,60000.0,22505.0,-22960.0,105465.0,105465.0,0.0
935654203,A-BERG AS TVANGSAVVIKLINGSBO,47.810,Detaljhandel med motorvogner,KBO,TRONDHEIM,7041,TRONDHEIM,False,False,,,,,,,,,,,,,,,,,,,
923425675,A-I HOLDING AS,47.810,Detaljhandel med motorvogner,AS,LARVIK,3271,LARVIK,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,31349.0,-31349.0,31349.0,0.0,0.0,0.0,6027472.0,5611803.0,415669.0,30001.0,5997472.0,4577472.0,1420000.0
931397516,A-KRISTIANSEN INVEST AS,47.810,Detaljhandel med motorvogner,AS,VENNESLA,4707,VENNESLA,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,18579.0,-18579.0,24124.0,3.0,5542.0,5542.0,30657.0,50000.0,-19343.0,30001.0,656.0,656.0,0.0
825615202,A-M HOLDING AS,47.810,Detaljhandel med motorvogner,AS,STJØRDAL,7517,HELL,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,9160.0,-9160.0,,,-9160.0,-9160.0,636001.0,600000.0,36001.0,492275.0,143726.0,143726.0,0.0
934925017,A-TRADE AS,47.810,Detaljhandel med motorvogner,AS,ASKER,3430,SPIKKESTAD,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,,6420.0,-6420.0,,,-6420.0,-6420.0,15520.0,5000.0,10520.0,9153.0,6367.0,6367.0,
927648563,A. C. TITLAND,47.810,Detaljhandel med motorvogner,ENK,BERGEN,5265,YTRE ARNA,False,False,,,,,,,,,,,,,,,,,,,
922061238,A. HESKESTAD AS,47.810,Detaljhandel med motorvogner,AS,FARSUND,4560,VANSE,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,511175.0,482164.0,29011.0,1.0,14496.0,14516.0,6759.0,288850.0,12401.0,276449.0,-172458.0,461308.0,77976.0,383332.0
928978273,A. HESKESTAD HOLDING AS,47.810,Detaljhandel med motorvogner,AS,FARSUND,4560,VANSE,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,10000.0,5816.0,4184.0,784.0,675.0,4293.0,6172.0,152050.0,142530.0,9520.0,12957.0,139093.0,,139093.0
932739240,A.H AUTO AS,47.810,Detaljhandel med motorvogner,AS,LILLESTRØM,2007,KJELLER,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,2594795.0,2739921.0,-145126.0,,2328.0,-147454.0,-147454.0,288009.0,75000.0,213009.0,-123023.0,411033.0,411033.0,0.0
935904161,A.L AUTO AS,47.810,Detaljhandel med motorvogner,AS,TYNSET,2500,TYNSET,False,False,,,,,,,,,,,,,,,,,,,
919478853,A.M AUTOSALG AS,47.810,Detaljhandel med motorvogner,AS,AUKRA,6409,MOLDE,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,28772319.0,26586579.0,2185740.0,96593.0,273916.0,2008417.0,1565590.0,12695596.0,4632732.0,8062864.0,5014222.0,7681374.0,3891262.0,3790112.0
926164414,A.R. PEDERSEN & SØN,47.810,Detaljhandel med motorvogner,ENK,KRISTIANSAND,4619,MOSBY,False,False,,,,,,,,,,,,,,,,,,,
919259752,A.R.M HOLDING AS,47.810,Detaljhandel med motorvogner,AS,TRONDHEIM,7080,HEIMDAL,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,14955.0,-14955.0,9999.0,2100000.0,-2104956.0,-2104956.0,1238453.0,1213000.0,25453.0,1078216.0,160238.0,160238.0,0.0
921876815,A.S. KVIA HOLDING AS,47.810,Detaljhandel med motorvogner,AS,OSLO,0771,OSLO,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,61298.0,-61298.0,9062227.0,17568.0,8983361.0,8772123.0,74314960.0,23970208.0,50344752.0,72083881.0,2231079.0,2231079.0,0.0
928695131,A.S.A INVEST AS,47.810,Detaljhandel med motorvogner,AS,FREDRIKSTAD,1658,TORP,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,23000.0,281754.0,-258754.0,354.0,-235.0,-258165.0,-192165.0,5573517.0,327635.0,5245882.0,1340939.0,4232577.0,4232577.0,0.0
835217752,A.T. TØNNEVOLD AGENTUR,47.810,Detaljhandel med motorvogner,ENK,NES,1929,AULI,False,False,,,,,,,,,,,,,,,,,,,
918726489,A&B SERVICE BARBARA MONIKA SITEK,47.810,Detaljhandel med motorvogner,ENK,SOLA,4056,TANANGER,False,False,,,,,,,,,,,,,,,,,,,
830007652,A&E COMPANY AS,47.810,Detaljhandel med motorvogner,AS,FREDRIKSTAD,1663,ROLVSØY,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,12881136.0,12582506.0,298630.0,13132.0,62093.0,249669.0,226555.0,456244.0,3424.0,452820.0,151434.0,304810.0,34312.0,270498.0
821002532,A&M AUTO AMIN,47.810,Detaljhandel med motorvogner,ENK,BERGEN,5258,BLOMSTERDALEN,False,False,,,,,,,,,,,,,,,,,,,
936663516,A&N AUTO AS,47.810,Detaljhandel med motorvogner,AS,ENEBAKK,1911,FLATEBY,False,False,,,,,,,,,,,,,,,,,,,
926882279,A1 AUTO AS,47.810,Detaljhandel med motorvogner,AS,SANDNES,4329,SANDNES,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,375126.0,490777.0,-115651.0,,0.0,-115651.0,-90208.0,2502964.0,2192653.0,310311.0,268782.0,2234182.0,1396968.0,837214.0
932351781,A2 BILSALG AS,47.810,Detaljhandel med motorvogner,AS,NES,2165,HVAM,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,1484997.0,1382129.0,102868.0,900.0,4990.0,98778.0,74336.0,1040537.0,30000.0,1010537.0,502239.0,538299.0,538299.0,
933150275,AB BIL OG IMPORT AS,47.810,Detaljhandel med motorvogner,AS,BERGEN,5072,BERGEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,1820577.0,1124802.0,695775.0,6.0,26902.0,668879.0,522998.0,2498841.0,345000.0,2153841.0,547214.0,1951627.0,386925.0,1564702.0
929369009,AB-MOTOR AS,47.810,Detaljhandel med motorvogner,AS,MELHUS,7224,MELHUS,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,40604566.0,40792393.0,-187827.0,2932.0,228875.0,-413770.0,-322741.0,13197523.0,1320915.0,11876608.0,3425084.0,9772438.0,9328090.0,444348.0
928653153,AB-MOTOR HOLDING AS,47.810,Detaljhandel med motorvogner,AS,MELHUS,7224,MELHUS,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,27303.0,-27303.0,,,-27303.0,-27303.0,3076241.0,3030000.0,46241.0,-17661.0,3093902.0,3093902.0,0.0
889990252,ABANTO IMPORT Alexander A.Silvestre,47.810,Detaljhandel med motorvogner,ENK,OSLO,0362,OSLO,False,False,,,,,,,,,,,,,,,,,,,
933216357,ABC BILSALG AS,47.810,Detaljhandel med motorvogner,AS,LILLESTRØM,2000,LILLESTRØM,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,749802.0,823803.0,-74001.0,27.0,,-73974.0,-73974.0,921040.0,0.0,921040.0,-43975.0,965015.0,965015.0,0.0
929230736,ABCMOTORS AS,47.810,Detaljhandel med motorvogner,AS,DRAMMEN,3040,DRAMMEN,True,False,2024,2024-01-01,2024-12-31,SELSKAP,store,500000.0,602000.0,-102000.0,,,-102000.0,-79560.0,303333.0,22440.0,280893.0,9385.0,293948.0,293948.0,0.0
936318355,ABCMOTORS AS KONKURSBO,47.810,Detaljhandel med motorvogner,KBO,DRAMMEN,3040,DRAMMEN,False,False,,,,,,,,,,,,,,,,,,,
934365100,ABDUL-RIZA BILDELER,47.810,Detaljhandel med motorvogner,ENK,OSLO,1053,OSLO,False,False,,,,,,,,,,,,,,,,,,,
933843866,ABF HOLDING AS,47.810,Detaljhandel med motorvogner,AS,SANDEFJORD,3160,STOKKE,False,False,2024,2024-07-05,2024-12-31,SELSKAP,store,0.0,5168.0,-5168.0,0.0,0.0,-5168.0,-5168.0,20367.0,0.0,20367.0,19048.0,1319.0,1319.0,0.0
990323364,ABK MACHINES AS,47.810,Detaljhandel med motorvogner,AS,ULLENSVANG,5773,HOVLAND,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,4483355.0,4412542.0,70812.0,64724.0,46122.0,89414.0,69881.0,1490936.0,327596.0,1163340.0,1332781.0,158155.0,39716.0,118439.0
928544575,ABN BIL MARINOVIC,47.810,Detaljhandel med motorvogner,ENK,RINGERIKE,3513,HØNEFOSS,False,False,,,,,,,,,,,,,,,,,,,
922798079,ABOBIL.NO AS,47.810,Detaljhandel med motorvogner,AS,TIME,4344,BRYNE,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,110814968.0,104662241.0,6152726.0,3326.0,914707.0,5241345.0,4085428.0,75193548.0,1283191.0,73910358.0,49619708.0,25573841.0,25282997.0,290844.0
920427723,ABONA AS,47.810,Detaljhandel med motorvogner,AS,OSLO,0982,OSLO,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,953917.0,789069.0,164848.0,0.0,0.0,164848.0,128582.0,1084434.0,272762.0,811672.0,-811709.0,1896142.0,547564.0,1348579.0
929297075,ABS AUTO AS,47.810,Detaljhandel med motorvogner,AS,ØYGARDEN,5353,STRAUME,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,11004744.0,10684376.0,320368.0,36.0,18713.0,301691.0,197883.0,825266.0,95755.0,729511.0,287647.0,537620.0,492995.0,44625.0
920283616,AC SCHNITZER NORGE AS,46.720,Engroshandel med deler og utstyr for motorvogner,AS,VESTBY,1543,VESTBY,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,855823.0,908617.0,-52794.0,2765.0,10936.0,-60966.0,-60966.0,108124.0,0.0,108124.0,-23101.0,131225.0,131225.0,0.0
936305180,ACAR AUTO,47.810,Detaljhandel med motorvogner,ENK,ULLENSAKER,2052,JESSHEIM,False,False,,,,,,,,,,,,,,,,,,,
927589680,ACL CARS NORWAY AS,47.810,Detaljhandel med motorvogner,AS,ÅS,1434,ÅS,True,False,2023,2023-01-01,2023-12-31,SELSKAP,store,1373033.0,2942928.0,-1569895.0,693046.0,982211.0,-1859061.0,-1863607.0,215053.0,183811.0,31242.0,-1763606.0,1978659.0,1978659.0,0.0
937176856,ACL CARS NORWAY AS KONKURSBO,47.810,Detaljhandel med motorvogner,KBO,ÅS,1434,ÅS,False,False,,,,,,,,,,,,,,,,,,,
822699332,ACQUIRE HOLDING AS,47.810,Detaljhandel med motorvogner,AS,DRAMMEN,3048,DRAMMEN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,6.0,-6.0,0.0,0.0,-6.0,-6.0,85915.0,76430.0,9485.0,-9708.0,95622.0,29164.0,66458.0
932400065,ACROSALES KULSENG-HANSEN,47.810,Detaljhandel med motorvogner,ENK,HARSTAD,9405,HARSTAD,False,False,,,,,,,,,,,,,,,,,,,
996553248,ACTIVE AUTO AS,47.810,Detaljhandel med motorvogner,AS,ULLENSAKER,2069,JESSHEIM,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,12272549.0,12281236.0,-8686.0,,,-8686.0,-8686.0,2615584.0,10000.0,2605584.0,2033779.0,581805.0,425486.0,156319.0
828044052,ADAM AUTO AS,47.810,Detaljhandel med motorvogner,AS,OSLO,1252,OSLO,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,11747823.0,11204225.0,543598.0,,82.0,543516.0,421384.0,4421422.0,1216000.0,3205422.0,437076.0,3984346.0,107636.0,3876710.0
925820768,ADAMS AUTO AS,47.810,Detaljhandel med motorvogner,AS,LØRENSKOG,1461,LØRENSKOG,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,36345744.0,35787553.0,558191.0,,61885.0,496306.0,387256.0,5888374.0,0.0,5888374.0,2634356.0,3254018.0,190380.0,3063638.0
912262464,ADAN MACHINERY AS,47.810,Detaljhandel med motorvogner,AS,VÅLER,1592,VÅLER I ØSTFOLD,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,105800.0,66009.0,39791.0,,47.0,39744.0,77874.0,15747.0,152801.0,-137054.0,-185036.0,200783.0,283633.0,-82850.0
932152452,ADEM AUTO AS,47.810,Detaljhandel med motorvogner,AS,SANDEFJORD,3210,SANDEFJORD,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,2706514.0,1610743.0,1095771.0,,53.0,1095718.0,893762.0,1170540.0,0.0,1170540.0,743876.0,426664.0,426664.0,0.0
914120691,ADENAU AS,46.710,Engroshandel med motorvogner,AS,HOLE,3512,HØNEFOSS,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,,,,,0.0,0.0,2510.0,0.0,2510.0,-8545.0,11055.0,11055.0,0.0
932276321,ADH HOLDING AS,47.810,Detaljhandel med motorvogner,AS,OSLO,0580,OSLO,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,6020.0,-6020.0,,519.0,-6539.0,-6539.0,33245.0,30000.0,3245.0,17891.0,15354.0,15354.0,0.0
931856170,ADLON AS,47.810,Detaljhandel med motorvogner,AS,RINGERIKE,3511,HØNEFOSS,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,104796.0,-104796.0,3335065.0,376342.0,2853927.0,2542481.0,267842491.0,228008600.0,39833891.0,263066437.0,4776054.0,4776054.0,0.0
930696889,ADM MOBILE AS,47.810,Detaljhandel med motorvogner,AS,RØROS,7374,RØROS,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,2824994.0,2669384.0,155610.0,2369.0,11003.0,146976.0,114641.0,979762.0,0.0,979762.0,553877.0,425885.0,425885.0,
999009433,ADOLFSEN TRADING,47.810,Detaljhandel med motorvogner,ENK,OSLO,0283,OSLO,False,False,,,,,,,,,,,,,,,,,,,
914912725,ADSERØ BIL AS,47.810,Detaljhandel med motorvogner,AS,TRONDHEIM,7061,TRONDHEIM,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,190356489.0,188901493.0,1454996.0,88561.0,784371.0,759186.0,588753.0,22414068.0,2098677.0,20315391.0,15947089.0,6466979.0,2664493.0,3802487.0
994218603,ADVENTURE STRANDA Claus Uwe Callsen,47.820,Detaljhandel med deler og utstyr til motorvogner,ENK,STRANDA,6200,STRANDA,False,False,,,,,,,,,,,,,,,,,,,
935763185,ADVENTURE. MC OG BÅT PHILIP EVANGER,47.810,Detaljhandel med motorvogner,ENK,FARSUND,4550,FARSUND,False,False,,,,,,,,,,,,,,,,,,,
929571460,AF BIL AS,47.810,Detaljhandel med motorvogner,AS,VERDAL,7650,VERDAL,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,38746681.0,39197188.0,-450506.0,0.0,499744.0,-950250.0,-950250.0,8410862.0,530175.0,7880687.0,-1409790.0,9820652.0,8525610.0,1295042.0
834976862,AG BIL AS,47.810,Detaljhandel med motorvogner,AS,ØYGARDEN,5379,STEINSLAND,False,False,,,,,,,,,,,,,,,,,,,
996967212,AGDER AUTO AS,47.810,Detaljhandel med motorvogner,AS,ARENDAL,4842,ARENDAL,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,75699500.0,72347856.0,3351644.0,30040.0,859425.0,2522258.0,1968231.0,22715695.0,8858850.0,13856845.0,8988420.0,13727276.0,995557.0,0.0
929006933,AGDER AUTOSALG AS,47.810,Detaljhandel med motorvogner,AS,ARENDAL,4823,NEDENES,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,3489542.0,3042178.0,447364.0,0.0,32706.0,414658.0,323217.0,1101123.0,0.0,1101123.0,495012.0,606111.0,556111.0,50000.0
983197612,AGDER BILSENTER AS,47.810,Detaljhandel med motorvogner,AS,ÅMLI,4865,ÅMLI,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,19969558.0,17840868.0,2128690.0,2982455.0,16616.0,5094528.0,4446598.0,38823886.0,3523692.0,35300194.0,37916605.0,907280.0,907280.0,0.0
922330549,AGDER BILUTSALG AS,47.810,Detaljhandel med motorvogner,AS,LILLESAND,4790,LILLESAND,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,7422990.0,7012504.0,410486.0,4918.0,926.0,414478.0,323915.0,2221253.0,108167.0,2113086.0,1440808.0,780445.0,776067.0,
924560134,AGDER SKADE & LAKK AS,95.310,Reparasjon og vedlikehold av motorvogner,AS,LILLESAND,4790,LILLESAND,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,5632480.0,5198587.0,433893.0,1202.0,4537.0,430558.0,430558.0,2076058.0,177123.0,1898935.0,232764.0,1843294.0,1102294.0,741000.0
922300836,AGILENOR HOLDINGS AS,47.810,Detaljhandel med motorvogner,AS,PORSGRUNN,3940,PORSGRUNN,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,0.0,22022.0,-22022.0,0.0,0.0,-22022.0,-22022.0,86344.0,30000.0,56344.0,-33290.0,119634.0,119634.0,0.0
933684504,AGROPARTNER PRO AS,47.810,Detaljhandel med motorvogner,AS,HARSTAD,9402,HARSTAD,False,False,2025,2025-01-01,2025-12-31,SELSKAP,store,1311851.0,1155815.0,156036.0,0.0,0.0,156036.0,121709.0,869459.0,105778.0,763681.0,209659.0,659800.0,516241.0,143559.0
932847108,AH AUTO HAFEEZ,47.810,Detaljhandel med motorvogner,ENK,HOLMESTRAND,3085,HOLMESTRAND,False,False,,,,,,,,,,,,,,,,,,,
920491766,AH VOLL AS,47.810,Detaljhandel med motorvogner,AS,SOLA,4050,SOLA,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,190000.0,176818.0,13182.0,,,13182.0,13182.0,19415.0,0.0,19415.0,-100211.0,119626.0,119626.0,0.0
934144236,AHHTE INVEST AS,47.810,Detaljhandel med motorvogner,AS,SUNNFJORD,6819,FØRDE,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,24586.0,-24586.0,,,-24586.0,-24586.0,34996.0,34959.0,37.0,-370.0,35366.0,24216.0,11150.0
937380445,AHMED DAKDOUKA,47.810,Detaljhandel med motorvogner,ENK,OSTERØY,5281,VALESTRANDSFOSSEN,False,False,,,,,,,,,,,,,,,,,,,
916369379,AHMED HOLDING AS,47.810,Detaljhandel med motorvogner,AS,MOSS,1570,DILLING,False,False,2024,2024-01-01,2024-12-31,SELSKAP,store,,19239.0,-19239.0,2019300.0,,2000062.0,2000062.0,3155267.0,73400.0,3081867.0,3155267.0,0.0,,0.0
932214997,AJ MOTORS AS,47.810,Detaljhandel med motorvogner,AS,HALDEN,1776,HALDEN,False,False,2023,2023-01-01,2023-12-31,SELSKAP,store,,,,,,0.0,0.0,30000.0,0.0,30000.0,30000.0,0.0,,0.0
934994140,AJMAL FAQIRI BIL,47.810,Detaljhandel med motorvogner,ENK,HALDEN,1784,HALDEN,False,False,,,,,,,,,,,,,,,,,,,
